path,scope,stage,verdict,relationship,transform_id,ancestor_path,ancestor_sha256,sha256_pre_s0,sha256_post_s02,sha256_post_s03,sha256_post_s04,sha256_post_s05,sha256_post_s06,sha256_post_s07,sha256_post_s08,size_bytes,is_python,parses,n_syntax_warnings,n_crlf,n_lf,n_nonascii,has_cookie,rationale
Synapse Retrival/Extract_synapses.py,colab,-,retain,origin,,Synapse Retrival/Extract_synapses.py,5c632fa5272d5df165ce4f7944db20e37a1d3419399a416f6fd4ebfb70943062,2ebf1ef9d73076977a5c289296e52ff22a9e267ceb29a64e6ab57f7cbe6f033e,8aaa7c20b8ad630ac4424a03c4bf30f6a66a89d8d92652bf62462e47fc9ee338,5c632fa5272d5df165ce4f7944db20e37a1d3419399a416f6fd4ebfb70943062,5c632fa5272d5df165ce4f7944db20e37a1d3419399a416f6fd4ebfb70943062,5c632fa5272d5df165ce4f7944db20e37a1d3419399a416f6fd4ebfb70943062,5c632fa5272d5df165ce4f7944db20e37a1d3419399a416f6fd4ebfb70943062,5c632fa5272d5df165ce4f7944db20e37a1d3419399a416f6fd4ebfb70943062,5c632fa5272d5df165ce4f7944db20e37a1d3419399a416f6fd4ebfb70943062,49436,True,True,0,0,217,0,False,"colab scope; stays in the repository, outside the installed package"
Synapse Retrival/README.md,colab,-,retain,origin,,Synapse Retrival/README.md,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,d0354e2a0a56d3a6823010dd64d2c325647abe11104bfa3083a3000ecf6bf233,4839,False,False,0,0,98,3,False,"colab scope; stays in the repository, outside the installed package"
Synapse Retrival/map_synapses_to_segments.py,colab,-,retain,origin,,Synapse Retrival/map_synapses_to_segments.py,fade5a074de6a2e5085a90ef2cf8f9b7a9f53a925518a8790e6771a6d74843fc,27b225da3a4930baa8bd82cc83fa12769637732d0cd5952489ade213614acc2b,27b225da3a4930baa8bd82cc83fa12769637732d0cd5952489ade213614acc2b,fade5a074de6a2e5085a90ef2cf8f9b7a9f53a925518a8790e6771a6d74843fc,fade5a074de6a2e5085a90ef2cf8f9b7a9f53a925518a8790e6771a6d74843fc,fade5a074de6a2e5085a90ef2cf8f9b7a9f53a925518a8790e6771a6d74843fc,fade5a074de6a2e5085a90ef2cf8f9b7a9f53a925518a8790e6771a6d74843fc,fade5a074de6a2e5085a90ef2cf8f9b7a9f53a925518a8790e6771a6d74843fc,fade5a074de6a2e5085a90ef2cf8f9b7a9f53a925518a8790e6771a6d74843fc,6502,True,True,0,0,176,0,False,"colab scope; stays in the repository, outside the installed package"
Synaptic Placement/Neural Simulation Documentation.pdf,colab,S0.7,discard,origin,T12,Synaptic Placement/Neural Simulation Documentation.pdf,d5300eb50e13a01c3732c1f21bde8f987952ef2f53e178010df3b665cc19116e,d5300eb50e13a01c3732c1f21bde8f987952ef2f53e178010df3b665cc19116e,d5300eb50e13a01c3732c1f21bde8f987952ef2f53e178010df3b665cc19116e,d5300eb50e13a01c3732c1f21bde8f987952ef2f53e178010df3b665cc19116e,d5300eb50e13a01c3732c1f21bde8f987952ef2f53e178010df3b665cc19116e,d5300eb50e13a01c3732c1f21bde8f987952ef2f53e178010df3b665cc19116e,d5300eb50e13a01c3732c1f21bde8f987952ef2f53e178010df3b665cc19116e,-,-,43562,False,False,0,1,252,21073,False,"Committed binary payload. TEEG_01 rev 2 section 3.2: not referenced by any code path. D-8: moves to a separate repository; no history rewriting; REMOVED from the working tree at S0.7 by T12, bytes recorded in tools/s0_transform/s07_discard_manifest.json"
Synaptic Placement/synaptic_placement (9).py,colab,-,retain,origin,,Synaptic Placement/synaptic_placement (9).py,445284e7693153ecac95f9e26f77cff7388b241fa031c917c46ddab7ae3cdea4,a068ccaba84dc548c92a141e9afa9e45afcb5f864a032f71b3d730ffe24f0b8a,799c4f7e41706617ff67f79226d5d26d0b0c1f919111a5aedef5e05988fbc896,445284e7693153ecac95f9e26f77cff7388b241fa031c917c46ddab7ae3cdea4,445284e7693153ecac95f9e26f77cff7388b241fa031c917c46ddab7ae3cdea4,445284e7693153ecac95f9e26f77cff7388b241fa031c917c46ddab7ae3cdea4,445284e7693153ecac95f9e26f77cff7388b241fa031c917c46ddab7ae3cdea4,445284e7693153ecac95f9e26f77cff7388b241fa031c917c46ddab7ae3cdea4,445284e7693153ecac95f9e26f77cff7388b241fa031c917c46ddab7ae3cdea4,133849,True,True,0,0,3089,0,True,"colab scope; stays in the repository, outside the installed package"
TRANSCRIPTOMICS_PROTEOMICS/README.md,colab,-,retain,origin,,TRANSCRIPTOMICS_PROTEOMICS/README.md,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,e2f89bc4b9d29906988e2530955ca7dc1e665e254f91e282ef57100d2b12ff79,22,False,False,0,0,1,0,False,"colab scope; stays in the repository, outside the installed package"
TRANSCRIPTOMICS_PROTEOMICS/transcriptomics_proteomics (1).py,colab,-,retain,origin,,TRANSCRIPTOMICS_PROTEOMICS/transcriptomics_proteomics (1).py,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,24f7f063a7db853444a7cbaae3db18200811018c982f37c290e566d0e2de4b2c,9371,True,True,0,0,243,0,True,"colab scope; stays in the repository, outside the installed package"
automated_reconstruction.py,colab,-,retain,origin,,automated_reconstruction.py,16d20900792a8da0ca88b25f5fe6eef36cd5c0ec5911846a407dc01b3dce6f55,463690b3363825591770d9795b6ac56f2782f4cfa197e2cd023af9b85e21016c,e3ef1b5b95e641e2b55d2be76596e65c14181bd14b7d22a08bf8e69eb5db7a6c,16d20900792a8da0ca88b25f5fe6eef36cd5c0ec5911846a407dc01b3dce6f55,16d20900792a8da0ca88b25f5fe6eef36cd5c0ec5911846a407dc01b3dce6f55,16d20900792a8da0ca88b25f5fe6eef36cd5c0ec5911846a407dc01b3dce6f55,16d20900792a8da0ca88b25f5fe6eef36cd5c0ec5911846a407dc01b3dce6f55,16d20900792a8da0ca88b25f5fe6eef36cd5c0ec5911846a407dc01b3dce6f55,16d20900792a8da0ca88b25f5fe6eef36cd5c0ec5911846a407dc01b3dce6f55,18169,True,True,0,0,261,0,True,"colab scope; stays in the repository, outside the installed package"
final_get_comparments_h10.py,colab,-,retain,origin,,final_get_comparments_h10.py,92d5a4995ce98e9d3ab095bb0f0f0cf82266d5a66b7f881463cdf803a2151afa,f967b32cd895d9d3f93c2a9bb45ebfdca6de550c5460da78f74e0e9f3b4bdf89,ed4b5602204872b7a28614ea5d7f0c2935c3c47a0cd37fd033ea5a635fd741a5,92d5a4995ce98e9d3ab095bb0f0f0cf82266d5a66b7f881463cdf803a2151afa,92d5a4995ce98e9d3ab095bb0f0f0cf82266d5a66b7f881463cdf803a2151afa,92d5a4995ce98e9d3ab095bb0f0f0cf82266d5a66b7f881463cdf803a2151afa,92d5a4995ce98e9d3ab095bb0f0f0cf82266d5a66b7f881463cdf803a2151afa,92d5a4995ce98e9d3ab095bb0f0f0cf82266d5a66b7f881463cdf803a2151afa,92d5a4995ce98e9d3ab095bb0f0f0cf82266d5a66b7f881463cdf803a2151afa,167831,True,True,0,0,4894,0,True,"colab scope; stays in the repository, outside the installed package"
utility.py,colab,-,retain,origin,,utility.py,51e27f265343f1cfea65c92e1c878ce131c32ec288a898ee23f58d95d4c89c83,a20f39eedd3bfd13a1d1c19bb8be7ef1cd71733cc8c856b0b90324f7b117fa3c,2abb6c5f512e66a6e02339c002ffad9ed4ddfcf0c8bfef7f2f9e62cf77652075,51e27f265343f1cfea65c92e1c878ce131c32ec288a898ee23f58d95d4c89c83,51e27f265343f1cfea65c92e1c878ce131c32ec288a898ee23f58d95d4c89c83,51e27f265343f1cfea65c92e1c878ce131c32ec288a898ee23f58d95d4c89c83,51e27f265343f1cfea65c92e1c878ce131c32ec288a898ee23f58d95d4c89c83,51e27f265343f1cfea65c92e1c878ce131c32ec288a898ee23f58d95d4c89c83,51e27f265343f1cfea65c92e1c878ce131c32ec288a898ee23f58d95d4c89c83,18895,True,True,0,0,530,0,True,"colab scope; stays in the repository, outside the installed package"
.gitattributes,infrastructure,S0.3,new,origin,,.gitattributes,21a67317bef637ede56c6d9701ba21e3c5174594edfbba021420dea9f93b8e57,21a67317bef637ede56c6d9701ba21e3c5174594edfbba021420dea9f93b8e57,-,-,21a67317bef637ede56c6d9701ba21e3c5174594edfbba021420dea9f93b8e57,21a67317bef637ede56c6d9701ba21e3c5174594edfbba021420dea9f93b8e57,21a67317bef637ede56c6d9701ba21e3c5174594edfbba021420dea9f93b8e57,21a67317bef637ede56c6d9701ba21e3c5174594edfbba021420dea9f93b8e57,21a67317bef637ede56c6d9701ba21e3c5174594edfbba021420dea9f93b8e57,1077,False,False,0,0,40,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
LEDGER.md,infrastructure,S0.0,new,origin,,LEDGER.md,31e2f0cc700afd3bcc3d8aac6de9b5a502ed6690719724ddec63280a6b5bab80,5075a5ab0a0581000de7729f1752dd8765dd8961ef29fe31928f46cf15a620d5,0bf1493f9d0c685ddea7ca299bb7befcb9a2a54103402f9ff95044c05bd92dd2,eaab1ef3a4c0430217bbe78e9b68e40984ad2c3a0d3ca04dae42daff8209c6ce,5871823f8e0d00d190e14e3e83e36c60a6d35fbea03526d94a592efbac6f6368,39649316fb14671dbb085c0063511ca7643604a086ca23253f20b07c4a74bbf3,75d513a6c7186433b9c91de6b71947b20f137ddbf1bd7ab7c0c7021278921bc7,b5c5c82ebbbdbba98ac3de96ac38522884839dcc44047e4898af39c9e2b1d681,31e2f0cc700afd3bcc3d8aac6de9b5a502ed6690719724ddec63280a6b5bab80,78039,False,False,0,0,552,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
ledger.csv,infrastructure,S0.0,new,origin,,ledger.csv,5c4f056ed238c3a71e695b799e325abb5f116c3e59e4bf428564467208b4b1a9,8f2951bdd603d8ebdbb1f889f53610c2ec7513bb7666005bebda91fead327427,32b1441d082e85361333a27bb5b873c5210665a176cd72c47946cdda59120dad,851a394b4d1ec1115e9cf330ddf6b25bad523f0781884a47cdacd6a581bcf8d0,9d77993e1a57244b87476adafb0d1db69ffe5d08ff80d0f843c654a0f2bedcda,89b5336fec65e54ada94748916960639303570ba0ab1e83c61cec07a318ff742,9a9ee8413836007b8268df5bf0620a417aca6f57c0b389291f7d96766f39405e,9be35a0e6f0c180823711849abecf3537c7825adcf6000631e2ce68c6dce087c,50dea0bbe766b385addd55ac10a2a312a519e32c33309f6db6a56e30bdc9b272,174805,False,False,0,0,223,0,False,new infrastructure (byte-identity rule clause 3): nothing pre-existing depends on it
pyproject.toml,infrastructure,S0.4,new,origin,,pyproject.toml,c2a2b175d11ee7273e54645412d00a7512be7b5c01c96f94469fa5993d12ef96,c2a2b175d11ee7273e54645412d00a7512be7b5c01c96f94469fa5993d12ef96,-,-,2109a35de6b606343e025fd3f356ec36bc29af025f360d1bda0a23983b777ffc,377f9664b589dbb2ea112043e5e937a701229a234a28a59fe52829bea42cc83e,c2a2b175d11ee7273e54645412d00a7512be7b5c01c96f94469fa5993d12ef96,c2a2b175d11ee7273e54645412d00a7512be7b5c01c96f94469fa5993d12ef96,c2a2b175d11ee7273e54645412d00a7512be7b5c01c96f94469fa5993d12ef96,2046,False,False,0,0,49,0,False,new infrastructure (byte-identity rule clause 3): the packaging declaration. Dependencies deliberately empty until B-4 is answered and S0.8 generates the lockfiles from a real pip freeze.
requirements/hybrid_stack.lock,infrastructure,S0.8,new,origin,,requirements/hybrid_stack.lock,7b5ff3188de28e1e65613ede416cab8ce3972c2d2decdc5fa30ae45bfadec853,7b5ff3188de28e1e65613ede416cab8ce3972c2d2decdc5fa30ae45bfadec853,-,-,-,-,-,-,7b5ff3188de28e1e65613ede416cab8ce3972c2d2decdc5fa30ae45bfadec853,5598,False,False,0,0,105,0,False,"new infrastructure (clause 3): the pinned reference environment for the hybrid scheme, every entry pinned by version AND sha256. ONE lockfile, not the roadmap's two: finding H-8 shows the stacks do not conflict at current versions, and finding H-10 shows driver.py needs them CO-RESIDENT, so two environments could not run it."
requirements/hybrid_stack.validation.json,infrastructure,S0.8,new,origin,,requirements/hybrid_stack.validation.json,91bb45e7f3677649e0df1edbe733ec2f4ee70cbf71441effafeb43363fe7bb3c,91bb45e7f3677649e0df1edbe733ec2f4ee70cbf71441effafeb43363fe7bb3c,-,-,-,-,-,-,91bb45e7f3677649e0df1edbe733ec2f4ee70cbf71441effafeb43363fe7bb3c,2248,False,False,0,0,73,0,False,"new infrastructure (clause 3): the evidence record for the lockfile, produced by actually installing it and actually importing every module. States explicitly that it is NOT the davinci environment, so S0.8 cannot be mistaken for closing B-4."
tools/ancestors.json,infrastructure,S0.0,new,origin,,tools/ancestors.json,eadfce4e076803d54f06faae3f18b46595857a08326e917473de3f6fce691d29,3a0672db37f83ed459d77beafd4a55121b6c51734893cdcb6014dbe93b9bf73b,2a3e11918f5663e3b4b11ee54f1ab3c799f82b57268d1b76dd58d9d9ca9a3637,2a3e11918f5663e3b4b11ee54f1ab3c799f82b57268d1b76dd58d9d9ca9a3637,8a035dac9ac35bcfd99e216c543e058532f91933cecc72c5506cb09b14b77e84,20f5b876851bdd185e56dc505fdeda53a3e9da82b2e7b521a8c179dc2735f8aa,fcc5a44daef210e4a8260aa74dc996683ba987177110c3f8c5dfd5b18b57e914,1918f95f1b06f27bc966ce956c2b880aa9a4d8af2e8bf134a9316f3307a2915d,eadfce4e076803d54f06faae3f18b46595857a08326e917473de3f6fce691d29,28255,False,False,0,0,503,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/apply_moves.py,infrastructure,S0.2c,new,origin,,tools/apply_moves.py,5615213c62b136f0e5a57e697c2264e5a160094227aab7b964fe386b52b73cfa,5615213c62b136f0e5a57e697c2264e5a160094227aab7b964fe386b52b73cfa,-,5f3166685c351ef3ebbd91560eb5163ebf4e8dd81b7578195e8f314f6161a244,5615213c62b136f0e5a57e697c2264e5a160094227aab7b964fe386b52b73cfa,5615213c62b136f0e5a57e697c2264e5a160094227aab7b964fe386b52b73cfa,5615213c62b136f0e5a57e697c2264e5a160094227aab7b964fe386b52b73cfa,5615213c62b136f0e5a57e697c2264e5a160094227aab7b964fe386b52b73cfa,5615213c62b136f0e5a57e697c2264e5a160094227aab7b964fe386b52b73cfa,14617,True,True,0,0,381,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/build_ledger.py,infrastructure,S0.0,new,origin,,tools/build_ledger.py,f2b30412ba490e1645b15a9866e831957ffb83851f5e7be24a793bae9aae78b6,afb19b68ac9a44a02375e1834f307a8a984856af507ca7095dac0f596e3550cb,0a379c8ef1f7e32e86c071be0f730de747c5a538d3905658cdf282c9e879ee2e,2e30d4a2c11874826edb0651bda029d03f89506a86fce806c3d183827f1d8f50,ebf2977d665667125bb2f54f5bb1a3a34252bc8d4e29cbf254c454c8f2d1e36c,ebf2977d665667125bb2f54f5bb1a3a34252bc8d4e29cbf254c454c8f2d1e36c,ebf2977d665667125bb2f54f5bb1a3a34252bc8d4e29cbf254c454c8f2d1e36c,f2b30412ba490e1645b15a9866e831957ffb83851f5e7be24a793bae9aae78b6,f2b30412ba490e1645b15a9866e831957ffb83851f5e7be24a793bae9aae78b6,7010,True,True,0,0,177,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/path_moves.json,infrastructure,S0.2c,new,origin,,tools/path_moves.json,baf9c7926395940cb82e2176c57e1b41d72e23c54f2d6456c7ace130e8b0b990,baf9c7926395940cb82e2176c57e1b41d72e23c54f2d6456c7ace130e8b0b990,-,6e84488918bf1985fdbcb421d9ab89ead679e0d5e57d31fb92387a750f54ee10,baf9c7926395940cb82e2176c57e1b41d72e23c54f2d6456c7ace130e8b0b990,baf9c7926395940cb82e2176c57e1b41d72e23c54f2d6456c7ace130e8b0b990,baf9c7926395940cb82e2176c57e1b41d72e23c54f2d6456c7ace130e8b0b990,baf9c7926395940cb82e2176c57e1b41d72e23c54f2d6456c7ace130e8b0b990,baf9c7926395940cb82e2176c57e1b41d72e23c54f2d6456c7ace130e8b0b990,5942,False,False,0,0,85,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/phase_hashes.json,infrastructure,S0.2,new,origin,,tools/phase_hashes.json,973f19e03375f85abbbd66af7d45f189905af6b7ca9f7c6db0a41d47dff63511,973f19e03375f85abbbd66af7d45f189905af6b7ca9f7c6db0a41d47dff63511,-,ab1233a1edd7ed71a12d9f6b286d06412da926f5e95fd30ab32630390a38315f,e007c5befd502adc8a7038e4b33af650df329364b3ec558e93e10a5251c9f28a,e0797061508d75021db0b36c6cad38a48a4bf5827fe00bb0dcdf16c12c78207e,5faa5436a96f4da469a2a358b7abd282b305ddbd37a6e8a86658a895ace8835a,82edf1d8fc72766b5bd7a263f4ca785469e8f5009a8b707c9739bdf09c910294,a8c6d1eef8987f64e2a93dc9dfdc914407b0b6501b4eff1ec2649289b3596b9d,183513,False,False,0,0,1552,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_ledger/__init__.py,infrastructure,S0.0,new,origin,,tools/s0_ledger/__init__.py,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,7ec4151c232737af9c7802a1cfd97b804f16d717584ba6b09d327edb06a0f4e0,821,True,True,0,0,23,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_ledger/analyse.py,infrastructure,S0.0,new,origin,,tools/s0_ledger/analyse.py,aab02c1f890736da8c7917ffc499e7b2415427cd1b176d6a6153fec805e6f9cc,8cb68f8e03ad35767bd50c8ab70cacfb91fcaa92b19ad2e2c2d54e5563603d15,a1fa58892074a2567805069e4629bb085395ba6c8ae1c819fa8f92a7da87162e,336280b69074d99de8a1bcba72dd8098bf69a0eb01ba96a710abe2636195b7c5,7d053da9ac9f49187d319e2c6ed4fab8da7fda298895c5813e2cd389735a6cd6,6bb901b50c3ff58096a1613ea134e42f655d30b556ee344c594766e3d8c9903f,41d93ae69acf8f140291d00a704031b4d2bc9a9d777dcc39497e0b44f106b1bf,0348c44ab8d00fec2e78c4444e77866b8915fda35d73ac266cf2c1551feb2fef,aab02c1f890736da8c7917ffc499e7b2415427cd1b176d6a6153fec805e6f9cc,22309,True,True,0,0,526,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_ledger/render.py,infrastructure,S0.0,new,origin,,tools/s0_ledger/render.py,b5d3fa507a3761dee6e19960f72324b98d62f02ddb8cff49a73e720e40e65390,5ae8d7abf0ce87e8509403d01f29dfa85322229646c8ea8b2b10e5b015bfc565,5ae8d7abf0ce87e8509403d01f29dfa85322229646c8ea8b2b10e5b015bfc565,610544d9975cedc8d469b736857d570388974a905b25a9e3e08f78193db36fa5,610544d9975cedc8d469b736857d570388974a905b25a9e3e08f78193db36fa5,32fb06e5a2e12a2f29ace562f4e367913449ecaf69687fc01e3eb529df21f71c,3cb744b9e6f0c03bd44566753805e36e133aaee10469492b3bc1a6e95f9e2cbc,913f57a6961f27772593f3eb2451e040fa35f9c80dfc499c56f2fae151213a7f,b5d3fa507a3761dee6e19960f72324b98d62f02ddb8cff49a73e720e40e65390,10132,True,True,0,0,265,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_ledger/scan.py,infrastructure,S0.0,new,origin,,tools/s0_ledger/scan.py,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,6d8862fa2ea6d03644eec1a5931f06b274f29ade84b4aa9cd26111017321f6b6,7019,True,True,0,0,204,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_paths.py,infrastructure,S0.4,new,origin,,tools/s0_paths.py,929ef005d98bcbb012c9328db23f29e3d2232ec2955e146d1b1330c94afb8d06,929ef005d98bcbb012c9328db23f29e3d2232ec2955e146d1b1330c94afb8d06,-,-,929ef005d98bcbb012c9328db23f29e3d2232ec2955e146d1b1330c94afb8d06,929ef005d98bcbb012c9328db23f29e3d2232ec2955e146d1b1330c94afb8d06,929ef005d98bcbb012c9328db23f29e3d2232ec2955e146d1b1330c94afb8d06,929ef005d98bcbb012c9328db23f29e3d2232ec2955e146d1b1330c94afb8d06,929ef005d98bcbb012c9328db23f29e3d2232ec2955e146d1b1330c94afb8d06,2695,True,True,0,0,75,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/S02_discard.sh,infrastructure,S0.2,new,origin,,tools/s0_transform/S02_discard.sh,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,-,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,9e5b9e16be5d67138edb3a5d51cc27a875c494db27d74896bb3eaf1f84737d6b,1543,False,False,0,0,44,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/__init__.py,infrastructure,S0.2,new,origin,,tools/s0_transform/__init__.py,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,-,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,e9e6c067a8ae574f56fc2f2adcda461e72aea4a9585ddf25b650751d0c53f197,1042,True,True,0,0,22,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/asciify.py,infrastructure,S0.3,new,origin,,tools/s0_transform/asciify.py,e2967d7b04e17137fc02a9016e635e98a7525b19f3cf5679b9559f7231d61eb7,e2967d7b04e17137fc02a9016e635e98a7525b19f3cf5679b9559f7231d61eb7,-,-,e2967d7b04e17137fc02a9016e635e98a7525b19f3cf5679b9559f7231d61eb7,e2967d7b04e17137fc02a9016e635e98a7525b19f3cf5679b9559f7231d61eb7,e2967d7b04e17137fc02a9016e635e98a7525b19f3cf5679b9559f7231d61eb7,e2967d7b04e17137fc02a9016e635e98a7525b19f3cf5679b9559f7231d61eb7,e2967d7b04e17137fc02a9016e635e98a7525b19f3cf5679b9559f7231d61eb7,14873,True,True,0,0,408,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
tools/s0_transform/decolab.py,infrastructure,S0.2,new,origin,,tools/s0_transform/decolab.py,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,-,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,68f7db5fc32dce29e8d75c47904d3ade65f98a8d73dfb19838969d09f8105921,23031,True,True,0,0,604,0,False,"new infrastructure (byte-identity rule clause 3): S0 tooling, created at the stage named here; nothing pre-existing depends on it"
