path,scope,stage,verdict,relationship,transform_id,ancestor_path,ancestor_sha256,sha256_pre_s0,sha256_post_s02,sha256_post_s03,sha256_post_s04,sha256_post_s05,sha256_post_s06,sha256_post_s07,sha256_post_s08,size_bytes,is_python,parses,n_syntax_warnings,n_crlf,n_lf,n_nonascii,has_cookie,rationale
Fetch Synapses/README.md,colab,-,retain,origin,,Fetch Synapses/README.md,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,d98bf970cbb7c23f6ed05e19b8df05f56edf4691d9107d6b19b2e9f607f696b8,1722,False,False,0,0,15,4,False,"colab scope; stays in the repository, outside the installed package"
Fetch Synapses/Usage_Example.py,colab,-,retain,origin,,Fetch Synapses/Usage_Example.py,bddcf1ac3b1067e709b464e5939022b73e97ade006010fe854f8248da517cc44,eeb2aa8568149258ff792d01b144667baae0546f3eac78c4678cbaeef2dce827,eeb2aa8568149258ff792d01b144667baae0546f3eac78c4678cbaeef2dce827,bddcf1ac3b1067e709b464e5939022b73e97ade006010fe854f8248da517cc44,bddcf1ac3b1067e709b464e5939022b73e97ade006010fe854f8248da517cc44,bddcf1ac3b1067e709b464e5939022b73e97ade006010fe854f8248da517cc44,bddcf1ac3b1067e709b464e5939022b73e97ade006010fe854f8248da517cc44,bddcf1ac3b1067e709b464e5939022b73e97ade006010fe854f8248da517cc44,bddcf1ac3b1067e709b464e5939022b73e97ade006010fe854f8248da517cc44,9161,True,True,0,0,254,0,False,"colab scope; stays in the repository, outside the installed package"
Final Implementation/README.md,colab,-,retain,origin,,Final Implementation/README.md,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,15b82ff6e8cd160d3f13be564315f3e1f4045ddeff6ef98194392a020d81d4eb,33,False,False,0,0,1,0,False,"colab scope; stays in the repository, outside the installed package"
Jitter Neuron/README.md,colab,-,retain,origin,,Jitter Neuron/README.md,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,a09b36fc6e2a9fc9edca2427dd2c7f0c1958bd67dfc488cf8b4b9ee592b360c6,213,False,False,0,0,5,0,False,"colab scope; stays in the repository, outside the installed package"
Jitter Neuron/jitter_neurons (1).py,colab,-,retain,origin,,Jitter Neuron/jitter_neurons (1).py,5b5be96709a70f36cc8da4c16ad66a72c147cf754e1199b9f5a5cd8b19423543,aaf2bbe87751a7a4db38ab4e79e885ce1486e8ecf156608497c52b38ed52047d,aaf2bbe87751a7a4db38ab4e79e885ce1486e8ecf156608497c52b38ed52047d,5b5be96709a70f36cc8da4c16ad66a72c147cf754e1199b9f5a5cd8b19423543,5b5be96709a70f36cc8da4c16ad66a72c147cf754e1199b9f5a5cd8b19423543,5b5be96709a70f36cc8da4c16ad66a72c147cf754e1199b9f5a5cd8b19423543,5b5be96709a70f36cc8da4c16ad66a72c147cf754e1199b9f5a5cd8b19423543,5b5be96709a70f36cc8da4c16ad66a72c147cf754e1199b9f5a5cd8b19423543,5b5be96709a70f36cc8da4c16ad66a72c147cf754e1199b9f5a5cd8b19423543,8980,True,True,0,0,240,0,True,"colab scope; stays in the repository, outside the installed package"
Morphology Compliance/Compliance_Check.py,colab,-,retain,origin,,Morphology Compliance/Compliance_Check.py,35c8600ffd59f0d9cca21865dc1216c4d758a95a1c38828c06397ae4760705dd,babeb0342594840840001c63f494e3d3726345c3a13441526dfe8205951b03b6,4310a4dd7a863267124421fd16e6dba99fb1e72595da4f9b5631c8b27b2d73ac,35c8600ffd59f0d9cca21865dc1216c4d758a95a1c38828c06397ae4760705dd,35c8600ffd59f0d9cca21865dc1216c4d758a95a1c38828c06397ae4760705dd,35c8600ffd59f0d9cca21865dc1216c4d758a95a1c38828c06397ae4760705dd,35c8600ffd59f0d9cca21865dc1216c4d758a95a1c38828c06397ae4760705dd,35c8600ffd59f0d9cca21865dc1216c4d758a95a1c38828c06397ae4760705dd,35c8600ffd59f0d9cca21865dc1216c4d758a95a1c38828c06397ae4760705dd,8622,True,True,0,0,198,0,False,"colab scope; stays in the repository, outside the installed package"
Morphology Compliance/Morphology Selection Documentation.pdf,colab,S0.7,discard,origin,T12,Morphology Compliance/Morphology Selection Documentation.pdf,2acac69e50471300c4c5deeea5951afc68517e3ad727420c5a2d32e50616a8c8,2acac69e50471300c4c5deeea5951afc68517e3ad727420c5a2d32e50616a8c8,2acac69e50471300c4c5deeea5951afc68517e3ad727420c5a2d32e50616a8c8,2acac69e50471300c4c5deeea5951afc68517e3ad727420c5a2d32e50616a8c8,2acac69e50471300c4c5deeea5951afc68517e3ad727420c5a2d32e50616a8c8,2acac69e50471300c4c5deeea5951afc68517e3ad727420c5a2d32e50616a8c8,2acac69e50471300c4c5deeea5951afc68517e3ad727420c5a2d32e50616a8c8,-,-,86184,False,False,0,2,448,42099,False,"Committed binary payload. TEEG_01 rev 2 section 3.2: not referenced by any code path. D-8: moves to a separate repository; no history rewriting; REMOVED from the working tree at S0.7 by T12, bytes recorded in tools/s0_transform/s07_discard_manifest.json"
Morphology Compliance/Usage example,colab,-,retain,origin,,Morphology Compliance/Usage example,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2f366ba474ee92b5f81a4084d0967858b7fe365622a7a32eaef81582ac3de778,2727,False,False,0,0,54,0,False,"colab scope; stays in the repository, outside the installed package"
Nuova cartella compressa.zip,colab,S0.7,discard,origin,T12,Nuova cartella compressa.zip,9da5198cce44fe1346767c55a343c105e0c53d20caf38a05122fa3a2611d7ac4,9da5198cce44fe1346767c55a343c105e0c53d20caf38a05122fa3a2611d7ac4,9da5198cce44fe1346767c55a343c105e0c53d20caf38a05122fa3a2611d7ac4,9da5198cce44fe1346767c55a343c105e0c53d20caf38a05122fa3a2611d7ac4,9da5198cce44fe1346767c55a343c105e0c53d20caf38a05122fa3a2611d7ac4,9da5198cce44fe1346767c55a343c105e0c53d20caf38a05122fa3a2611d7ac4,9da5198cce44fe1346767c55a343c105e0c53d20caf38a05122fa3a2611d7ac4,-,-,7712035,False,False,0,102,28774,3913840,False,"Committed binary payload. TEEG_01 rev 2 section 3.2: not referenced by any code path. D-8: moves to a separate repository; no history rewriting; REMOVED from the working tree at S0.7 by T12, bytes recorded in tools/s0_transform/s07_discard_manifest.json"
Point Neuronal Network/Utility Functions/HDF5_Builder.py,colab,-,retain,origin,,Point Neuronal Network/Utility Functions/HDF5_Builder.py,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2bc3d332841945f194214045e92d7ccd2c72631a323e95d42ff46d2e55fa577c,2166,True,True,0,0,62,0,False,"colab scope; stays in the repository, outside the installed package"
README.md,colab,-,retain,origin,,README.md,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,648aec5644fbf68d2931b9550e2da2ee9bfd4264e48e10108fc01c771d864d80,465,False,False,0,0,5,0,False,"colab scope; stays in the repository, outside the installed package"
Rec_Utility.py,colab,-,retain,origin,,Rec_Utility.py,e97f96c7b6ecafc62998c24d1467fec2da813c394e326b2ce4e494e4207571b4,f13de045968787639ce57ceaf13e3ffbd5c5225f6b58a535d6dd822c8d1df6e6,f13de045968787639ce57ceaf13e3ffbd5c5225f6b58a535d6dd822c8d1df6e6,e97f96c7b6ecafc62998c24d1467fec2da813c394e326b2ce4e494e4207571b4,e97f96c7b6ecafc62998c24d1467fec2da813c394e326b2ce4e494e4207571b4,e97f96c7b6ecafc62998c24d1467fec2da813c394e326b2ce4e494e4207571b4,e97f96c7b6ecafc62998c24d1467fec2da813c394e326b2ce4e494e4207571b4,e97f96c7b6ecafc62998c24d1467fec2da813c394e326b2ce4e494e4207571b4,e97f96c7b6ecafc62998c24d1467fec2da813c394e326b2ce4e494e4207571b4,138884,True,True,0,0,3944,0,False,"colab scope; stays in the repository, outside the installed package"
Save nids/Usage_example.py,colab,-,retain,origin,,Save nids/Usage_example.py,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,7f3657845a84dfef8716a73cccd93ec49249f900f88b9ee581217aefd4eec98e,488,True,True,0,0,24,0,False,"colab scope; stays in the repository, outside the installed package"
Save nids/save_indicies.py,colab,-,retain,origin,,Save nids/save_indicies.py,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,ea8eb268821ef4b791718778afc844d53d9448c72577dee09378a6946796db83,884,True,True,0,0,22,0,False,"colab scope; stays in the repository, outside the installed package"
Spanning Trees/Calculate_field.py,colab,-,retain,origin,,Spanning Trees/Calculate_field.py,027955b695cb998210971cc293ef4afbbe404323653d0c2791745d96f63979f7,a481c7f3cdca17cb04e62627c62f08a83bad26182245da248eea426d733df509,a481c7f3cdca17cb04e62627c62f08a83bad26182245da248eea426d733df509,027955b695cb998210971cc293ef4afbbe404323653d0c2791745d96f63979f7,027955b695cb998210971cc293ef4afbbe404323653d0c2791745d96f63979f7,027955b695cb998210971cc293ef4afbbe404323653d0c2791745d96f63979f7,027955b695cb998210971cc293ef4afbbe404323653d0c2791745d96f63979f7,027955b695cb998210971cc293ef4afbbe404323653d0c2791745d96f63979f7,027955b695cb998210971cc293ef4afbbe404323653d0c2791745d96f63979f7,7407,True,True,0,0,173,0,False,"colab scope; stays in the repository, outside the installed package"
Spanning Trees/Neuronal Mapping Documentation.pdf,colab,S0.7,discard,origin,T12,Spanning Trees/Neuronal Mapping Documentation.pdf,14240ebdd44037b40b7f86804e61a0e012e3381094f6108b3d4ceef4824f2b93,14240ebdd44037b40b7f86804e61a0e012e3381094f6108b3d4ceef4824f2b93,14240ebdd44037b40b7f86804e61a0e012e3381094f6108b3d4ceef4824f2b93,14240ebdd44037b40b7f86804e61a0e012e3381094f6108b3d4ceef4824f2b93,14240ebdd44037b40b7f86804e61a0e012e3381094f6108b3d4ceef4824f2b93,14240ebdd44037b40b7f86804e61a0e012e3381094f6108b3d4ceef4824f2b93,14240ebdd44037b40b7f86804e61a0e012e3381094f6108b3d4ceef4824f2b93,-,-,53832,False,False,0,1,332,26074,False,"Committed binary payload. TEEG_01 rev 2 section 3.2: not referenced by any code path. D-8: moves to a separate repository; no history rewriting; REMOVED from the working tree at S0.7 by T12, bytes recorded in tools/s0_transform/s07_discard_manifest.json"
Spanning Trees/Save.py,colab,-,retain,origin,,Spanning Trees/Save.py,14df92059d1a6874e8f9bc376c846ee7288de0e540850b9f04d8ee14d4934c49,5c8b29eaeef0e454bcc8ade39eaafa83f6b7a40416d75034572ebdb3c0be343a,5c8b29eaeef0e454bcc8ade39eaafa83f6b7a40416d75034572ebdb3c0be343a,14df92059d1a6874e8f9bc376c846ee7288de0e540850b9f04d8ee14d4934c49,14df92059d1a6874e8f9bc376c846ee7288de0e540850b9f04d8ee14d4934c49,14df92059d1a6874e8f9bc376c846ee7288de0e540850b9f04d8ee14d4934c49,14df92059d1a6874e8f9bc376c846ee7288de0e540850b9f04d8ee14d4934c49,14df92059d1a6874e8f9bc376c846ee7288de0e540850b9f04d8ee14d4934c49,14df92059d1a6874e8f9bc376c846ee7288de0e540850b9f04d8ee14d4934c49,1893,True,True,0,0,43,0,False,"colab scope; stays in the repository, outside the installed package"
Spanning Trees/Usage_example.py,colab,-,retain,origin,,Spanning Trees/Usage_example.py,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,5e7a16b72697f1261fdb927c1734e02c085e2443446001ab334663203e4a55b9,2373,True,True,0,0,41,0,False,"colab scope; stays in the repository, outside the installed package"
Spanning tree overlap and synapse identification/Peters Rule Connectivity Engine Documentation.pdf,colab,S0.7,discard,origin,T12,Spanning tree overlap and synapse identification/Peters Rule Connectivity Engine Documentation.pdf,a44a1660a0196af6657d586594c083b8d6cb808cd7eea7254eca3d8dd7651a92,a44a1660a0196af6657d586594c083b8d6cb808cd7eea7254eca3d8dd7651a92,a44a1660a0196af6657d586594c083b8d6cb808cd7eea7254eca3d8dd7651a92,a44a1660a0196af6657d586594c083b8d6cb808cd7eea7254eca3d8dd7651a92,a44a1660a0196af6657d586594c083b8d6cb808cd7eea7254eca3d8dd7651a92,a44a1660a0196af6657d586594c083b8d6cb808cd7eea7254eca3d8dd7651a92,a44a1660a0196af6657d586594c083b8d6cb808cd7eea7254eca3d8dd7651a92,-,-,83827,False,False,0,0,409,41201,False,"Committed binary payload. TEEG_01 rev 2 section 3.2: not referenced by any code path. D-8: moves to a separate repository; no history rewriting; REMOVED from the working tree at S0.7 by T12, bytes recorded in tools/s0_transform/s07_discard_manifest.json"
Spanning tree overlap and synapse identification/Synaptic Overlap Debugger Documentation.pdf,colab,S0.7,discard,origin,T12,Spanning tree overlap and synapse identification/Synaptic Overlap Debugger Documentation.pdf,7a7a3b5a8d8a90de2dbcb31ff0889c3d6ad5772f8c349bf93978f7485280f06d,7a7a3b5a8d8a90de2dbcb31ff0889c3d6ad5772f8c349bf93978f7485280f06d,7a7a3b5a8d8a90de2dbcb31ff0889c3d6ad5772f8c349bf93978f7485280f06d,7a7a3b5a8d8a90de2dbcb31ff0889c3d6ad5772f8c349bf93978f7485280f06d,7a7a3b5a8d8a90de2dbcb31ff0889c3d6ad5772f8c349bf93978f7485280f06d,7a7a3b5a8d8a90de2dbcb31ff0889c3d6ad5772f8c349bf93978f7485280f06d,7a7a3b5a8d8a90de2dbcb31ff0889c3d6ad5772f8c349bf93978f7485280f06d,-,-,68572,False,False,0,1,346,33535,False,"Committed binary payload. TEEG_01 rev 2 section 3.2: not referenced by any code path. D-8: moves to a separate repository; no history rewriting; REMOVED from the working tree at S0.7 by T12, bytes recorded in tools/s0_transform/s07_discard_manifest.json"
Spanning tree overlap and synapse identification/Usage_Example.py,colab,-,retain,origin,,Spanning tree overlap and synapse identification/Usage_Example.py,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,0d5e17d101cfd7fe517ef0aaad6d26442a5dae15f9be91d69b85a16bb350387a,1066,True,True,0,0,35,0,False,"colab scope; stays in the repository, outside the installed package"
Spanning tree overlap and synapse identification/calculate_synaptic_overlap.py,colab,-,retain,origin,,Spanning tree overlap and synapse identification/calculate_synaptic_overlap.py,35807eedc9b2825c39e996b2b8d9e998e9bb7fea17ad532c3e856493f50c93f0,88206f97983923cd83243d113f71c3cff020a43fac16e2adea15593560b70472,88206f97983923cd83243d113f71c3cff020a43fac16e2adea15593560b70472,35807eedc9b2825c39e996b2b8d9e998e9bb7fea17ad532c3e856493f50c93f0,35807eedc9b2825c39e996b2b8d9e998e9bb7fea17ad532c3e856493f50c93f0,35807eedc9b2825c39e996b2b8d9e998e9bb7fea17ad532c3e856493f50c93f0,35807eedc9b2825c39e996b2b8d9e998e9bb7fea17ad532c3e856493f50c93f0,35807eedc9b2825c39e996b2b8d9e998e9bb7fea17ad532c3e856493f50c93f0,35807eedc9b2825c39e996b2b8d9e998e9bb7fea17ad532c3e856493f50c93f0,8933,True,True,0,0,198,0,False,"colab scope; stays in the repository, outside the installed package"
Spine Detection/DEBUG/Generate_smooth_surface.py,colab,-,retain,origin,,Spine Detection/DEBUG/Generate_smooth_surface.py,5bb346d46e2bc76eefa8b2c7bc1fde6aeecf89c04079fdc5756adc6a0018c961,c792fbfc66e4e466c704200e847ede6177b12d01c8044c1c06e09f932a45bbc2,c792fbfc66e4e466c704200e847ede6177b12d01c8044c1c06e09f932a45bbc2,5bb346d46e2bc76eefa8b2c7bc1fde6aeecf89c04079fdc5756adc6a0018c961,5bb346d46e2bc76eefa8b2c7bc1fde6aeecf89c04079fdc5756adc6a0018c961,5bb346d46e2bc76eefa8b2c7bc1fde6aeecf89c04079fdc5756adc6a0018c961,5bb346d46e2bc76eefa8b2c7bc1fde6aeecf89c04079fdc5756adc6a0018c961,5bb346d46e2bc76eefa8b2c7bc1fde6aeecf89c04079fdc5756adc6a0018c961,5bb346d46e2bc76eefa8b2c7bc1fde6aeecf89c04079fdc5756adc6a0018c961,8183,True,True,0,0,205,0,False,"colab scope; stays in the repository, outside the installed package"
Spine Detection/DEBUG/Label_spines.py,colab,-,retain,origin,,Spine Detection/DEBUG/Label_spines.py,6a6d7cbb39be65310d524cf4937ded06ce735598fef6c6d2e9ba29997e6e2834,7f30cf1710ed9d650d1fc3c3e0107ea8eb17ad7feb746a77f0c49c6d2d664b3e,7f30cf1710ed9d650d1fc3c3e0107ea8eb17ad7feb746a77f0c49c6d2d664b3e,6a6d7cbb39be65310d524cf4937ded06ce735598fef6c6d2e9ba29997e6e2834,6a6d7cbb39be65310d524cf4937ded06ce735598fef6c6d2e9ba29997e6e2834,6a6d7cbb39be65310d524cf4937ded06ce735598fef6c6d2e9ba29997e6e2834,6a6d7cbb39be65310d524cf4937ded06ce735598fef6c6d2e9ba29997e6e2834,6a6d7cbb39be65310d524cf4937ded06ce735598fef6c6d2e9ba29997e6e2834,6a6d7cbb39be65310d524cf4937ded06ce735598fef6c6d2e9ba29997e6e2834,7936,True,True,0,0,204,0,False,"colab scope; stays in the repository, outside the installed package"
Spine Detection/DEBUG/README.md,colab,-,retain,origin,,Spine Detection/DEBUG/README.md,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,2d17a2e83686c493ebaabf528c1630054df3ddea290382fe1ab3e379efae0610,5828,False,False,0,0,100,30,False,"colab scope; stays in the repository, outside the installed package"
Spine Detection/DEBUG/Segment_spine.py,colab,-,retain,origin,,Spine Detection/DEBUG/Segment_spine.py,d475fc890680f1563a09db782f51db8ba02525ae4505b619838afad44120e390,3c63163f6c5e1e0c3699080d0ef0e955d6278ce906bf30609a2c12b198ec6894,3c63163f6c5e1e0c3699080d0ef0e955d6278ce906bf30609a2c12b198ec6894,d475fc890680f1563a09db782f51db8ba02525ae4505b619838afad44120e390,d475fc890680f1563a09db782f51db8ba02525ae4505b619838afad44120e390,d475fc890680f1563a09db782f51db8ba02525ae4505b619838afad44120e390,d475fc890680f1563a09db782f51db8ba02525ae4505b619838afad44120e390,d475fc890680f1563a09db782f51db8ba02525ae4505b619838afad44120e390,d475fc890680f1563a09db782f51db8ba02525ae4505b619838afad44120e390,11331,True,True,0,0,259,0,False,"colab scope; stays in the repository, outside the installed package"
Spine Detection/Label_Dendritic_Spines.py,colab,-,retain,origin,,Spine Detection/Label_Dendritic_Spines.py,d9ed4b66b7895bcace268b11a5472af4f84053f90b6ee4a025620628c7a69a4d,2c56299fde3a9a2f3a79b09113c08f3b5cbc29a709647e9717e0f8b4d6935dde,2c56299fde3a9a2f3a79b09113c08f3b5cbc29a709647e9717e0f8b4d6935dde,d9ed4b66b7895bcace268b11a5472af4f84053f90b6ee4a025620628c7a69a4d,d9ed4b66b7895bcace268b11a5472af4f84053f90b6ee4a025620628c7a69a4d,d9ed4b66b7895bcace268b11a5472af4f84053f90b6ee4a025620628c7a69a4d,d9ed4b66b7895bcace268b11a5472af4f84053f90b6ee4a025620628c7a69a4d,d9ed4b66b7895bcace268b11a5472af4f84053f90b6ee4a025620628c7a69a4d,d9ed4b66b7895bcace268b11a5472af4f84053f90b6ee4a025620628c7a69a4d,11928,True,True,0,0,282,0,False,"colab scope; stays in the repository, outside the installed package"
Spine Detection/README.md,colab,-,retain,origin,,Spine Detection/README.md,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,21224f75dad4678d46d4b1bd8d7eaae457d966e0e5fc19d696568977cbb7fb98,4207,False,False,0,0,98,45,False,"colab scope; stays in the repository, outside the installed package"
Synapse Retrival/Assess_quality.py,colab,-,retain,origin,,Synapse Retrival/Assess_quality.py,7c28f551ef97898641049113c49962d7e4f7912d779c6d6b3030fc951002b1b2,5e7569a8ef88908ecf4447bf5be2671926bd90366858caeef4692732f34cfda1,5e7569a8ef88908ecf4447bf5be2671926bd90366858caeef4692732f34cfda1,7c28f551ef97898641049113c49962d7e4f7912d779c6d6b3030fc951002b1b2,7c28f551ef97898641049113c49962d7e4f7912d779c6d6b3030fc951002b1b2,7c28f551ef97898641049113c49962d7e4f7912d779c6d6b3030fc951002b1b2,7c28f551ef97898641049113c49962d7e4f7912d779c6d6b3030fc951002b1b2,7c28f551ef97898641049113c49962d7e4f7912d779c6d6b3030fc951002b1b2,7c28f551ef97898641049113c49962d7e4f7912d779c6d6b3030fc951002b1b2,3196,True,True,0,0,92,0,False,"colab scope; stays in the repository, outside the installed package"
